"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.938205417E0,-6.256454967E-2,-2.024620347E-2,-7.800185680E-3,6.621989525E-2
1.948244417E0,-7.041804551E-2,-6.522459425E-3,-2.437938094E-2,7.480372869E-2
1.958282417E0,-8.004576931E-2,-1.183847381E-2,-3.076337099E-2,8.656708174E-2
1.968321417E0,-8.180125876E-2,-2.409008995E-2,-3.713332772E-2,9.300893719E-2
1.978359417E0,-8.730268470E-2,-8.754067551E-3,-5.112688422E-2,1.015497452E-1
1.988398417E0,-9.383617161E-2,-1.203559807E-2,-5.449721932E-2,1.091788882E-1
1.998436417E0,-1.018231301E-1,-1.240256567E-2,-6.910064042E-2,1.236797153E-1
2.008474417E0,-1.150463891E-1,-1.197528038E-2,-5.138650060E-2,1.265687616E-1
2.018513417E0,-1.076191735E-1,-6.499052290E-3,-6.213485241E-2,1.244381938E-1
2.028551417E0,-1.125068794E-1,2.093887925E-3,-6.063270271E-2,1.278221691E-1
2.038590417E0,-1.035275752E-1,4.738839380E-3,-3.820512235E-2,1.104538221E-1
2.048628417E0,-1.056977236E-1,4.979105126E-3,-3.856004834E-2,1.126218345E-1
2.058667417E0,-9.802607621E-2,7.729142010E-3,-4.836056650E-2,1.095791752E-1
2.068705417E0,-8.967238761E-2,8.875415549E-3,-2.405135214E-2,9.326509337E-2
2.078744417E0,-7.319231180E-2,1.793010307E-2,-1.846082926E-2,7.758482660E-2
2.088782417E0,-6.491990863E-2,2.069875969E-2,1.813046157E-2,7.051061499E-2
2.098820417E0,-5.399824169E-2,3.077766012E-2,1.626519978E-2,6.424664344E-2
2.108859417E0,-3.855427422E-2,4.156169822E-2,2.519623697E-2,6.203754651E-2
2.118897417E0,-1.110769976E-2,4.028198026E-2,2.950855851E-2,5.115441284E-2
2.128936417E0,7.408358278E-3,4.391290018E-2,3.728360116E-2,5.808006104E-2
2.138974417E0,1.143642291E-2,4.477176480E-2,4.193973899E-2,6.240388128E-2
2.149013417E0,4.211720198E-2,4.996807572E-2,3.569081962E-2,7.446141215E-2
2.159051417E0,4.374338575E-2,4.709204961E-2,1.164356053E-2,6.532011508E-2
2.169090417E0,7.048579099E-2,3.681783389E-2,1.410231471E-2,8.076307884E-2
2.179128417E0,4.512050553E-2,-9.257151023E-2,1.743199412E0,1.746238682E0
2.189166417E0,-5.548305075E-2,-5.129513785E-1,4.188491549E0,4.220149162E0
2.199205417E0,-1.520821779E-1,-4.681319589E-1,3.452298447E0,3.487211076E0
2.209243417E0,-5.490699951E-3,-1.738270685E-1,1.231476241E0,1.243695996E0
2.219282417E0,1.258441590E-1,1.061227066E-1,-5.938666105E-1,6.162599551E-1
2.229320417E0,1.130736847E-1,1.219104447E-1,-8.654294318E-1,8.812581439E-1
2.239359417E0,1.051651063E-1,1.331394741E-1,-9.919117230E-1,1.006317388E0
2.249397417E0,9.883986245E-2,1.136340581E-1,-1.158621688E0,1.168369049E0
2.259436417E0,9.596414697E-2,1.515741371E-1,-1.281890935E0,1.294383330E0
2.269474417E0,7.877519676E-2,1.341803151E-1,-1.380282032E0,1.389024254E0
2.279512417E0,8.754874284E-2,1.352535898E-1,-1.466961157E0,1.475782285E0
2.289551417E0,7.558192265E-2,1.500798446E-1,-1.536990920E0,1.546149306E0
2.299589417E0,6.640525673E-2,1.386422340E-1,-1.552358572E0,1.559951430E0
2.309628417E0,7.430991570E-2,1.326285554E-1,-1.567874159E0,1.575227500E0
2.319666417E0,7.681500907E-2,1.333034885E-1,-1.531612067E0,1.539319943E0
2.329705417E0,6.330627811E-2,1.179786672E-1,-1.493437935E0,1.499427729E0
2.339743417E0,5.974476647E-2,1.148309649E-1,-1.395280141E0,1.401271658E0
2.349782417E0,7.033890710E-2,9.878953071E-2,-1.274435150E0,1.280192128E0
2.359820417E0,6.162463716E-2,8.407514043E-2,-1.141688152E0,1.146437116E0
2.369858417E0,4.771077638E-2,7.517030608E-2,-1.004682042E0,1.008619303E0
2.379897417E0,4.470298693E-2,5.760569053E-2,-8.331773597E-1,8.363619344E-1
2.389935417E0,4.508258999E-2,4.571524959E-2,-6.259602231E-1,6.292444079E-1
2.399974167E0,4.309660147E-2,2.462894741E-2,-4.225274044E-1,4.254330848E-1
2.410012167E0,2.868150640E-2,3.603865586E-2,-2.032498008E-1,2.084032031E-1
2.420051167E0,-9.156547850E-3,1.783411738E-2,3.504528701E-2,4.037412851E-2
