"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.626846875E0,-4.318937120E-2,-3.546900915E-2,1.054352385E-1,1.193313115E-1
1.636884875E0,-4.550433869E-2,-3.478018887E-2,1.203368676E-1,1.332714076E-1
1.646922875E0,-3.727591756E-2,-4.113828672E-2,1.072455364E-1,1.207619880E-1
1.656960875E0,-3.401471525E-2,-2.298131168E-2,1.041903663E-1,1.119855971E-1
1.666998875E0,-2.297353671E-2,-3.224072484E-2,7.779545009E-2,8.728905878E-2
1.677036875E0,-7.052536933E-3,-1.038558690E-2,5.590639830E-2,5.729855201E-2
1.687074875E0,-1.528347054E-2,8.100951836E-3,5.484220505E-2,5.750545493E-2
1.697112875E0,6.492556399E-3,-8.304562848E-3,1.906309247E-2,2.178349254E-2
1.707151875E0,1.504397225E-3,9.372483697E-3,8.887183070E-3,1.300341050E-2
1.717189875E0,-1.322841179E-4,1.579080787E-2,-9.805780649E-4,1.582177757E-2
1.727227875E0,3.994379193E-5,1.265410557E-2,-2.596456110E-2,2.888401663E-2
1.737265875E0,-1.870823043E-2,1.369564086E-2,-2.160604656E-2,3.169210805E-2
1.747303875E0,-2.280108953E-2,2.848697685E-2,-2.487697899E-2,4.416176647E-2
1.757341875E0,-2.395762310E-2,1.657789791E-2,-1.556821167E-2,3.303276583E-2
1.767379875E0,-4.530731494E-2,1.707001420E-2,-1.118864715E-2,4.969229313E-2
1.777417875E0,-4.014826175E-2,1.523936061E-2,-5.306348205E-3,4.326983204E-2
1.787455875E0,-6.328014837E-2,1.195728192E-2,-2.560495734E-3,6.445083325E-2
1.797493875E0,-5.944750864E-2,1.223169906E-2,1.216454744E-2,6.189989467E-2
1.807531875E0,-6.411862082E-2,1.192994619E-2,9.522190690E-3,6.591049436E-2
1.817569875E0,-6.843759357E-2,7.878063284E-3,2.603589714E-2,7.364533953E-2
1.827608000E0,-8.581787565E-2,7.257892974E-3,9.215211868E-4,8.612917039E-2
1.837646000E0,-7.537082903E-2,2.058771741E-2,-8.791288733E-3,7.862507701E-2
