"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.134511708E0,-2.354254201E-2,-3.054967150E-2,1.488564070E-2,4.134145634E-2
1.144548708E0,-2.847631648E-2,-3.537239134E-2,1.304779202E-2,4.724776763E-2
1.154586708E0,-3.031661734E-2,-3.700976446E-2,1.287425403E-2,4.954358050E-2
1.164624708E0,-2.879888192E-2,-3.682227805E-2,9.260610677E-3,4.765516416E-2
1.174662708E0,-2.388780937E-2,-3.370906040E-2,7.865412161E-3,4.205701960E-2
1.184700708E0,-2.118123695E-2,-2.837235294E-2,4.138318822E-3,3.564773335E-2
1.194737708E0,-1.312627923E-2,-2.278807759E-2,-2.717901953E-5,2.629822096E-2
1.204775708E0,-3.909078892E-3,-1.488807797E-2,-1.949715079E-3,1.551570664E-2
1.214813708E0,2.908472903E-3,-3.927004524E-3,-5.959967151E-3,7.707255517E-3
1.224851708E0,1.005506516E-2,4.038776737E-3,-8.908885531E-3,1.402798254E-2
1.234889708E0,1.458522864E-2,1.391301304E-2,-1.194015890E-2,2.342793676E-2
1.244926708E0,2.046708576E-2,2.166733891E-2,-1.141045615E-2,3.191510120E-2
1.254964708E0,2.036149986E-2,2.865836769E-2,-1.214036439E-2,3.719248799E-2
1.265002708E0,2.240015008E-2,3.488590568E-2,-1.265888195E-2,4.334789996E-2
1.275040708E0,2.191323414E-2,3.601143137E-2,-1.059082616E-2,4.346468243E-2
1.285078708E0,1.762181893E-2,3.769774362E-2,-9.404388256E-3,4.266252331E-2
1.295116708E0,1.325102430E-2,3.457893431E-2,-6.903740577E-3,3.766900552E-2
1.305153708E0,4.241018556E-3,3.000415675E-2,-4.139645491E-3,3.058385727E-2
1.315191708E0,1.857679337E-3,2.138542011E-2,-1.121580019E-3,2.149523453E-2
1.325229708E0,-4.028705414E-3,2.617607825E-4,2.133366279E-2,2.171230421E-2
1.335267708E0,2.213166282E-2,-9.070062637E-2,7.834181190E-2,1.218763866E-1
1.345305708E0,6.232595444E-2,-2.016915828E-1,1.532365680E-1,2.608552567E-1
1.355342708E0,8.494684845E-2,-2.849041820E-1,2.145933956E-1,3.666560860E-1
1.365380708E0,9.284684807E-2,-3.205412924E-1,2.807391286E-1,4.360982867E-1
1.375418708E0,7.624455541E-2,-2.999648750E-1,3.315201998E-1,4.535391949E-1
1.385456708E0,4.102638364E-2,-2.267500311E-1,3.537115455E-1,4.221499712E-1
1.395494708E0,2.194640785E-2,-2.109763175E-1,4.539833665E-1,5.010923552E-1
1.405531708E0,-3.922472242E-3,-1.229337975E-1,4.726313651E-1,4.883733322E-1
1.415569708E0,-2.802896127E-2,-5.251362547E-2,4.778566062E-1,4.815498309E-1
1.425607708E0,-4.954330996E-2,2.271321975E-2,4.308552742E-1,4.342887256E-1
1.435645708E0,-8.583175391E-2,1.137337610E-1,3.297204673E-1,3.591908197E-1
1.445683708E0,-1.235466450E-1,2.338942438E-1,1.724749506E-1,3.157814107E-1
1.455720708E0,-1.554631889E-1,3.349548578E-1,-2.989612706E-2,3.704825749E-1
1.465758708E0,-1.641869098E-1,4.057531357E-1,-2.515390217E-1,5.048413889E-1
1.475796708E0,-1.518477798E-1,4.362491369E-1,-4.695105255E-1,6.586434477E-1
1.485834708E0,-1.186027378E-1,4.403834343E-1,-6.577917933E-1,8.004337712E-1
1.495872708E0,-7.173755020E-2,4.165536761E-1,-8.005458117E-1,9.052827391E-1
1.505910708E0,-1.208406966E-2,3.657072484E-1,-8.936831951E-1,9.656901519E-1
1.515947708E0,5.182862654E-2,2.932055295E-1,-9.283446074E-1,9.749253300E-1
1.525985708E0,1.111601219E-1,1.994835734E-1,-9.058954716E-1,9.342359842E-1
1.536023708E0,1.612343043E-1,9.516905993E-2,-8.229050636E-1,8.439350654E-1
1.546061708E0,1.933538914E-1,-1.495531760E-2,-6.892167926E-1,7.159812679E-1
1.556099708E0,2.112776935E-1,-1.181541905E-1,-5.135530233E-1,5.677458800E-1
1.566136708E0,2.036948651E-1,-2.113802582E-1,-3.046352267E-1,4.230553545E-1
1.576174708E0,1.795178056E-1,-2.846268713E-1,-7.543861121E-2,3.448624109E-1
1.586212708E0,1.356763095E-1,-3.371933997E-1,1.554087102E-1,3.952964925E-1
1.596250708E0,7.983911783E-2,-3.675927520E-1,3.779382706E-1,5.332317061E-1
1.606288708E0,1.760264114E-2,-3.744423985E-1,5.734329224E-1,6.850855999E-1
1.616325708E0,-4.815853760E-2,-3.598631918E-1,7.342473269E-1,8.191092104E-1
1.626363708E0,-1.106458902E-1,-3.273254931E-1,8.473935723E-1,9.151286018E-1
1.636401708E0,-1.641366780E-1,-2.737820745E-1,9.085562825E-1,9.630015534E-1
1.646439708E0,-2.062074244E-1,-2.108156383E-1,9.097187519E-1,9.563226144E-1
1.656477708E0,-2.250036299E-1,-1.372510940E-1,8.496366739E-1,8.895768511E-1
1.666514708E0,-2.315784395E-1,-6.118189916E-2,7.390707731E-1,7.769153146E-1
1.676552708E0,-2.125549465E-1,1.699732617E-2,5.788568854E-1,6.168823293E-1
1.686590708E0,-1.742725372E-1,8.369380236E-2,3.828077316E-1,4.288558373E-1
1.696628708E0,-1.193594560E-1,1.486359239E-1,1.612894535E-1,2.497070392E-1
1.706666708E0,-5.271358415E-2,1.978980005E-1,-6.874001771E-2,2.160266895E-1
1.716703708E0,2.211288363E-2,2.399427891E-1,-2.962701321E-1,3.818867801E-1
1.726741708E0,9.841910750E-2,2.619940341E-1,-5.007678866E-1,5.736686072E-1
1.736779708E0,1.681355387E-1,2.689520419E-1,-6.720958948E-1,7.431807667E-1
1.746817708E0,2.262015045E-1,2.626160979E-1,-7.974852324E-1,8.695499016E-1
