"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.944837250E0,-3.616623208E-2,1.270650774E-1,-1.493302640E-2,1.329530952E-1
1.954875250E0,-3.021246567E-2,1.314552873E-1,-1.203603949E-2,1.354184326E-1
1.964913250E0,-2.172663435E-2,1.335206181E-1,-8.409171365E-3,1.355378776E-1
1.974950250E0,-8.897654712E-3,1.356410384E-1,-5.510054529E-3,1.360441850E-1
1.984988250E0,3.462144174E-3,1.353795379E-1,-2.908442635E-3,1.354550286E-1
1.995026250E0,1.526314206E-2,1.394160837E-1,-1.254086965E-3,1.402546991E-1
2.005064250E0,2.726756036E-2,1.449481994E-1,2.016859129E-3,1.475044680E-1
2.015101250E0,3.525677696E-2,1.516750902E-1,2.270658500E-3,1.557354462E-1
2.025139250E0,4.146315530E-2,1.591875106E-1,-1.951991580E-4,1.644989206E-1
2.035177250E0,4.287303239E-2,1.634480357E-1,-2.257817192E-3,1.689924703E-1
2.045214250E0,4.032554105E-2,1.642216593E-1,-7.474426180E-3,1.692653824E-1
2.055252250E0,3.650683165E-2,1.578652263E-1,-1.155438833E-2,1.624428586E-1
2.065290250E0,2.670091391E-2,1.458628327E-1,-1.581501961E-2,1.491275280E-1
2.075328250E0,1.498193853E-2,1.311802864E-1,-2.077222615E-2,1.336570664E-1
2.085365250E0,4.009951372E-3,1.157556847E-1,-2.291132510E-2,1.180694163E-1
2.095403250E0,-9.889618494E-3,1.073675305E-1,-2.334009297E-2,1.103193142E-1
2.105441250E0,-2.116924524E-2,1.055231988E-1,-2.000193670E-2,1.094685339E-1
2.115478250E0,-3.302936628E-2,1.070047170E-1,-1.732332818E-2,1.133183401E-1
2.125516250E0,-4.007925466E-2,1.115463078E-1,-1.200335287E-2,1.191344027E-1
2.135554250E0,-4.447240755E-2,1.177863628E-1,-7.001935970E-3,1.260969841E-1
2.145592250E0,-4.576137289E-2,1.223502904E-1,1.850822940E-3,1.306411970E-1
2.155629250E0,-4.274933785E-2,1.268433183E-1,9.441897273E-3,1.341860005E-1
2.165667833E0,-3.341668099E-2,1.286348701E-1,1.747153327E-2,1.340479721E-1
2.175705833E0,-2.537659928E-2,1.270105988E-1,2.283860184E-2,1.315190698E-1
2.185742833E0,-1.277954504E-2,1.222762093E-1,2.858749405E-2,1.262221571E-1
2.195780833E0,9.226850234E-4,1.139253378E-1,3.237850219E-2,1.184407081E-1
2.205818833E0,1.398664899E-2,9.983380139E-2,3.110032156E-2,1.054971291E-1
2.215856833E0,2.430187166E-2,8.083453774E-2,3.000176698E-2,8.958185910E-2
2.225893833E0,3.197890520E-2,6.136076897E-2,2.748738602E-2,7.445368182E-2
2.235931833E0,3.828340396E-2,4.022005945E-2,2.328411862E-2,6.021148048E-2
2.245969833E0,3.911255673E-2,2.147594094E-2,1.875370555E-2,4.840154548E-2
2.256006833E0,3.595191613E-2,4.941171966E-3,1.265267003E-2,3.843234982E-2
2.266044833E0,2.845557220E-2,-5.625884049E-3,1.001709513E-2,3.068733217E-2
2.276082833E0,1.873929426E-2,-1.493895706E-2,5.477203988E-3,2.458319245E-2
2.286120833E0,8.248412982E-3,-1.619782858E-2,7.850194816E-4,1.819401613E-2
2.296157833E0,-7.612309419E-3,-1.552431472E-2,-4.633448087E-3,1.790029171E-2
2.306195833E0,-1.995693147E-2,-1.161888242E-2,-8.856536821E-3,2.473288877E-2
2.316233833E0,-2.940449491E-2,-1.072832011E-2,-1.469178870E-2,3.457701301E-2
2.326271833E0,-3.922613338E-2,-1.375115011E-2,-1.656637341E-2,4.474626685E-2
2.336308833E0,-4.464752972E-2,-1.596051082E-2,-1.897946373E-2,5.107210451E-2
2.346346833E0,-4.822092876E-2,-1.954901405E-2,-1.975466497E-2,5.565670408E-2
2.356384833E0,-4.293322191E-2,-2.646178007E-2,-1.780549623E-2,5.348385779E-2
2.366421833E0,-3.295886889E-2,-3.631951660E-2,-1.550716721E-2,5.143798751E-2
2.376459833E0,-2.439361066E-2,-4.661769420E-2,-1.320779417E-2,5.424669096E-2
2.386497833E0,-9.493935853E-3,-6.952995062E-2,-7.127924822E-3,7.053620463E-2
2.396535833E0,7.505021058E-3,-1.004508510E-1,-2.780580660E-3,1.007691939E-1
2.406572833E0,2.219601907E-2,-1.549028605E-1,5.096159875E-3,1.565679734E-1
2.416610833E0,3.864663094E-2,-2.431925088E-1,1.102488954E-2,2.464907840E-1
2.426648833E0,5.377862975E-2,-3.696015477E-1,1.669914834E-2,3.738666964E-1
2.436685833E0,6.925319135E-2,-5.302256346E-1,2.438476495E-2,5.352848259E-1
2.446723833E0,8.106337488E-2,-7.467288971E-1,3.203688562E-2,7.517989615E-1
2.456761833E0,8.686000854E-2,-1.003582597E0,3.529366478E-2,1.007952545E0
2.466799833E0,8.310483396E-2,-1.240936041E0,3.664131090E-2,1.244255302E0
