"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.949953875E0,-8.366431594E-1,8.957511187E-2,1.682497263E-1,8.580812591E-1
1.959991875E0,-3.619337380E-1,-3.431696445E-3,1.622105390E-1,3.966359366E-1
1.970029875E0,1.144298837E-1,-9.616376460E-2,1.304994822E-1,1.984232414E-1
1.980067875E0,5.711454153E-1,-1.806167662E-1,6.901784241E-2,6.029867032E-1
1.990104875E0,9.886773825E-1,-2.502448559E-1,-1.990005188E-2,1.020049737E0
2.000142875E0,1.433132648E0,-3.345196843E-1,-6.439848989E-2,1.473064755E0
2.010180875E0,1.827619791E0,-3.807961047E-1,-8.467633277E-2,1.868788339E0
2.020218875E0,2.106917858E0,-4.045368135E-1,-1.013046503E-1,2.147793176E0
2.030256875E0,2.228009701E0,-4.013942778E-1,-1.260803044E-1,2.267386345E0
2.040294875E0,2.181764126E0,-3.603420556E-1,-1.515180171E-1,2.216505991E0
2.050331875E0,1.957406878E0,-3.012544811E-1,-1.706203371E-1,1.987789539E0
2.060369875E0,1.570905328E0,-1.952600032E-1,-1.758564413E-1,1.592732088E0
2.070407875E0,1.064798474E0,-8.976233006E-2,-1.702299714E-1,1.082049588E0
2.080445875E0,4.768803716E-1,2.690994740E-2,-1.580012441E-1,5.030938552E-1
2.090483875E0,-1.449096948E-1,1.497431993E-1,-1.350626349E-1,2.483218894E-1
2.100521875E0,-7.428370118E-1,2.551966608E-1,-1.055947915E-1,7.925165120E-1
2.110559875E0,-1.275452375E0,3.499852121E-1,-7.035211474E-2,1.324468886E0
2.120596875E0,-1.691599727E0,4.210368693E-1,-2.989119850E-2,1.743466422E0
2.130634875E0,-1.954206347E0,4.487699568E-1,1.050575823E-2,2.005100320E0
2.140672875E0,-2.049481153E0,4.627303481E-1,5.148975924E-2,2.101700162E0
2.150710875E0,-1.956600785E0,4.192073643E-1,9.374347329E-2,2.003199762E0
2.160748875E0,-1.693957567E0,3.523567915E-1,1.282317638E-1,1.734961364E0
2.170786875E0,-1.272778392E0,2.545583248E-1,1.644459516E-1,1.308360519E0
2.180824875E0,-7.379650474E-1,1.287408918E-1,1.862052977E-1,7.719061091E-1
2.190861875E0,-1.320799589E-1,-2.502353396E-3,2.024465799E-1,2.417353823E-1
2.200899875E0,4.890201390E-1,-1.450115442E-1,2.016888857E-1,5.484956252E-1
2.210937875E0,1.063505292E0,-2.641347349E-1,1.883887947E-1,1.111890733E0
2.220975875E0,1.545916080E0,-3.732947111E-1,1.536256373E-1,1.597750389E0
2.231013875E0,1.878257275E0,-4.272815287E-1,1.087340489E-1,1.929311532E0
2.241051875E0,2.042395353E0,-4.671897888E-1,4.947847500E-2,2.095732139E0
2.251088875E0,2.007862568E0,-4.460352361E-1,-1.525524817E-2,2.056864664E0
2.261126875E0,1.799577594E0,-4.159391224E-1,-8.046969771E-2,1.848772631E0
2.271164875E0,1.426426172E0,-3.479760289E-1,-1.409564614E-1,1.475007683E0
2.281202875E0,9.218484759E-1,-2.653341591E-1,-1.931776404E-1,9.785317723E-1
2.291240875E0,3.413333893E-1,-1.696662158E-1,-2.275971323E-1,4.439544594E-1
2.301278875E0,-2.790463567E-1,-5.241324380E-2,-2.486373931E-1,3.774050484E-1
2.311316875E0,-8.740889430E-1,6.298072636E-2,-2.504664361E-1,9.114447256E-1
2.321353875E0,-1.397395492E0,1.797739267E-1,-2.371024489E-1,1.428723345E0
