"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.454738750E0,-8.607914569E-2,6.825632075E-2,-1.642728460E-1,1.976211339E-1
1.464776750E0,-8.771768169E-2,7.982375784E-2,-1.733798844E-1,2.100638196E-1
1.474815750E0,-8.928973303E-2,1.012241834E-1,-1.679770571E-1,2.154884764E-1
1.484853750E0,-9.462908146E-2,1.098983999E-1,-1.491116005E-1,2.080062277E-1
1.494891750E0,-8.015779831E-2,1.147212565E-1,-1.482152224E-1,2.038479616E-1
1.504929750E0,-7.967536647E-2,1.376135443E-1,-1.178377676E-1,1.979176371E-1
1.514967750E0,-7.379432833E-2,1.412361502E-1,-7.563899696E-2,1.763930579E-1
1.525005750E0,-5.328378503E-2,1.418183684E-1,-6.068357348E-2,1.631995939E-1
1.535043750E0,-4.980247160E-2,1.354456160E-1,-2.117627621E-2,1.458569016E-1
1.545081750E0,-2.619196298E-2,1.365465736E-1,-1.274108291E-3,1.390417529E-1
1.555120750E0,-1.963731646E-2,1.322605463E-1,1.893211484E-2,1.350440716E-1
1.565158750E0,1.864384711E-3,1.206757868E-1,4.678064883E-2,1.294393702E-1
1.575196750E0,1.249693424E-2,1.155717888E-1,4.499373972E-2,1.246493014E-1
1.585234750E0,4.738263795E-3,9.097618880E-2,7.584364951E-2,1.185385053E-1
1.595272750E0,-3.552989328E-2,7.281842804E-2,8.589676738E-2,1.180811222E-1
1.605310750E0,-1.227727719E-1,6.024051899E-2,9.252341688E-2,1.651140706E-1
1.615348750E0,-1.309265680E-1,5.304661648E-2,8.987872124E-2,1.674332531E-1
1.625386750E0,-1.009044778E-1,-7.830116116E-3,7.376554906E-2,1.252372971E-1
1.635425750E0,-9.576882256E-2,-2.805733440E-2,4.895288944E-2,1.111542477E-1
1.645463750E0,-4.845652479E-2,-4.954130206E-2,2.875543714E-2,7.502833178E-2
1.655501750E0,-3.927532727E-2,-7.246514658E-2,9.433897734E-3,8.296232414E-2
1.665539750E0,-2.570726534E-2,-9.888719749E-2,1.284340918E-2,1.029781262E-1
1.675577750E0,-3.086513082E-2,-1.267261749E-1,5.174785852E-4,1.304317733E-1
1.685615750E0,-2.695624888E-2,-1.343135768E-1,-8.679022193E-3,1.372665352E-1
1.695653750E0,-4.507136151E-2,-1.394033587E-1,-1.698031425E-2,1.474891695E-1
1.705691750E0,-6.229930535E-2,-1.279373891E-1,-2.992371082E-2,1.454118546E-1
1.715730750E0,-3.905019119E-2,-1.440102520E-1,-3.178663373E-2,1.525590384E-1
1.725768750E0,-1.434850076E-2,-1.514528439E-1,-4.157604218E-2,1.577098941E-1
1.735806750E0,1.386531061E-2,-1.485188208E-1,-4.208124161E-2,1.549868312E-1
1.745844750E0,5.141321506E-2,-1.260839679E-1,-3.314552665E-2,1.401396146E-1
1.755882750E0,7.354243211E-2,-1.203282247E-1,-4.844710529E-2,1.491123502E-1
1.765920750E0,9.546433794E-2,-1.000524197E-1,-4.502297580E-2,1.454338160E-1
1.775958750E0,1.344225086E-1,-8.634089995E-2,-4.771269500E-2,1.667353084E-1
1.785996750E0,1.609867656E-1,-5.829317691E-2,-5.322603464E-2,1.792981984E-1
1.796035750E0,1.683899984E-1,-1.999914033E-2,-5.168587804E-2,1.772754556E-1
1.806073750E0,1.821075846E-1,-1.138807375E-2,-6.090752184E-2,1.923605646E-1
1.816111750E0,1.748013425E-1,1.556088438E-2,-5.619758964E-2,1.842710491E-1
1.826149750E0,1.529293938E-1,4.977652458E-2,-7.138748646E-2,1.759581630E-1
1.836187750E0,1.324712653E-1,6.193984777E-2,-8.118975878E-2,1.672631394E-1
1.846225750E0,1.036753271E-1,5.569787197E-2,-5.567309439E-2,1.301933939E-1
1.856263750E0,8.206750807E-2,8.135371836E-2,-7.417777777E-2,1.373165907E-1
1.866301750E0,7.046829502E-2,8.453412859E-2,-7.458825231E-2,1.329481361E-1
1.876340750E0,7.336054715E-2,7.738947060E-2,-6.738155901E-2,1.261395043E-1
1.886378750E0,3.673101188E-2,8.524891416E-2,-4.133162856E-2,1.016112598E-1
1.896416750E0,-1.655381469E-2,8.775766203E-2,-1.858537495E-2,9.121870525E-2
1.906454750E0,-5.984774142E-2,8.803935165E-2,-2.429518104E-3,1.064827786E-1
1.916492750E0,-1.163200314E-1,8.233528314E-2,1.192890465E-2,1.430096057E-1
1.926530750E0,-1.698810202E-1,7.737896388E-2,2.927466989E-2,1.889552099E-1
1.936568750E0,-2.079626566E-1,6.431284888E-2,3.404365897E-2,2.203260761E-1
1.946606750E0,-2.507968551E-1,4.870891437E-2,1.859823883E-2,2.561591602E-1
1.956645750E0,-2.953636385E-1,1.697223779E-2,2.634521484E-2,2.970215584E-1
1.966683750E0,-3.242885535E-1,2.305116763E-2,1.388713717E-2,3.254032496E-1
1.976721750E0,-3.590837259E-1,3.304729342E-2,3.032599926E-2,3.618741660E-1
1.986759750E0,-3.832940857E-1,4.698619673E-2,3.540839911E-2,3.877832044E-1
1.996797750E0,-4.499052376E-1,7.604844823E-2,2.959041953E-2,4.572457569E-1
2.006835750E0,-5.207819332E-1,8.484443301E-2,1.631080806E-2,5.279000305E-1
2.016873750E0,-5.688221454E-1,1.055947578E-1,-3.304378510E-2,5.794831988E-1
2.026911750E0,-5.982643745E-1,8.299779095E-2,-9.724972129E-2,6.117731634E-1
2.036950750E0,-6.116527076E-1,3.463212641E-2,-1.702001685E-1,6.358352902E-1
2.046988750E0,-6.030224732E-1,3.604461271E-3,-2.045817965E-1,6.367910228E-1
2.057026750E0,-6.127561869E-1,-5.663064905E-3,-2.136900043E-1,6.489727520E-1
2.067064750E0,-6.262100454E-1,1.216403581E-3,-2.242775577E-1,6.651623287E-1
2.077102750E0,-6.114858427E-1,1.230508162E-2,-1.921740049E-1,6.410906325E-1
2.087140750E0,-6.278208071E-1,3.611227596E-2,-1.769577956E-1,6.532818103E-1
2.097178750E0,-6.262922718E-1,5.430188578E-2,-1.530467767E-1,6.470038797E-1
2.107216750E0,-5.852452930E-1,9.727871982E-2,-1.352729952E-1,6.085014261E-1
2.117255750E0,-5.062356321E-1,1.272186749E-1,-1.056743896E-1,5.325656608E-1
2.127293750E0,-3.943674697E-1,9.845083075E-2,-6.932517350E-2,4.123399652E-1
2.137331750E0,-2.912599346E-1,9.090541922E-2,-3.293561161E-2,3.068890667E-1
2.147369750E0,-1.281871566E-1,5.362296922E-2,-4.858451486E-3,1.390358748E-1
