"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.386068000E0,-1.438924111E-2,6.618575752E-2,1.333167963E-2,6.903143081E-2
1.396106000E0,1.396113075E-3,6.275534630E-2,1.583877951E-2,6.473831599E-2
1.406144000E0,2.015588805E-2,5.583403632E-2,1.801248267E-2,6.203345039E-2
1.416182000E0,3.561953083E-2,4.387244582E-2,1.703030802E-2,5.902180843E-2
1.426219000E0,4.728654027E-2,3.196672723E-2,1.471431088E-2,5.894403689E-2
1.436257000E0,5.791468173E-2,1.499813050E-2,1.192571502E-2,6.100227010E-2
1.446295000E0,6.426034868E-2,7.980517112E-4,7.395069115E-3,6.468938356E-2
1.456333000E0,6.235511974E-2,-1.161813736E-2,2.963303123E-3,6.349742702E-2
1.466371000E0,5.326128006E-2,-2.422092669E-2,-3.053735010E-3,5.858961120E-2
1.476408000E0,3.581570834E-2,-3.439633176E-2,-9.489796124E-3,5.055619480E-2
1.486446000E0,1.355793513E-2,-3.939691558E-2,-1.531445980E-2,4.438994528E-2
1.496484000E0,-1.163876429E-2,-4.453521967E-2,-1.824313588E-2,4.951422656E-2
1.506522000E0,-3.378648683E-2,-4.608517885E-2,-2.199050039E-2,6.122869025E-2
1.516560000E0,-5.379534885E-2,-4.282280430E-2,-2.074094489E-2,7.181865302E-2
1.526597000E0,-6.816012412E-2,-3.873152286E-2,-1.918881387E-2,8.071024694E-2
1.536635000E0,-7.786148787E-2,-3.085974976E-2,-1.719037816E-2,8.549996813E-2
1.546673000E0,-7.621444017E-2,-2.115474083E-2,-1.395237632E-2,8.031707636E-2
1.556711000E0,-6.946466118E-2,-9.575050324E-3,-9.872945957E-3,7.081310474E-2
1.566749000E0,-5.321172625E-2,-9.203515947E-5,-4.511505365E-3,5.340271493E-2
1.576786000E0,-3.336504847E-2,1.041733101E-2,-8.936008671E-4,3.496492195E-2
1.586824000E0,-1.034942642E-2,2.044310607E-2,4.275768995E-3,2.330908436E-2
1.596862000E0,1.615488529E-2,2.905257232E-2,7.835349999E-3,3.415296454E-2
1.606899750E0,3.607479483E-2,3.361185640E-2,1.035396755E-2,5.038206384E-2
1.616937750E0,5.410812423E-2,3.957121074E-2,1.211777888E-2,6.812055778E-2
1.626974750E0,6.906881183E-2,3.956146166E-2,1.225341018E-2,8.053419198E-2
1.637012750E0,7.553923130E-2,4.023337364E-2,1.102915592E-2,8.629334911E-2
1.647050750E0,7.600098103E-2,3.371150419E-2,9.179210290E-3,8.364731038E-2
1.657088750E0,6.961152703E-2,2.967468277E-2,8.453764021E-3,7.614340167E-2
1.667126750E0,5.654528737E-2,2.230344713E-2,4.843571223E-3,6.097764721E-2
1.677163750E0,3.935245425E-2,1.047448535E-2,3.286687424E-3,4.085502188E-2
1.687201750E0,2.076729015E-2,-1.525894739E-3,-2.278707689E-3,2.094758228E-2
1.697239750E0,2.059648279E-3,-1.334047690E-2,-2.804681892E-3,1.378683123E-2
1.707277750E0,-1.812469400E-2,-2.407199144E-2,-5.818727892E-3,3.068913324E-2
1.717315750E0,-3.371936455E-2,-3.387828544E-2,-7.690930273E-3,4.841367760E-2
1.727352750E0,-4.534407333E-2,-3.923712671E-2,-8.323956281E-3,6.053862689E-2
1.737390750E0,-5.256097391E-2,-4.565747455E-2,-9.001731873E-3,7.020179583E-2
1.747428750E0,-5.210074037E-2,-4.604059458E-2,-9.621401317E-3,7.019113092E-2
1.757466750E0,-4.845114425E-2,-4.469463229E-2,-9.411810897E-3,6.658607752E-2
1.767504750E0,-3.879433125E-2,-3.946807981E-2,-6.097135134E-3,5.567678617E-2
